OPER_DATE;CREDIT_ACCOUNT_RK;DEBET_ACCOUNT_RK;CREDIT_AMOUNT;DEBET_AMOUNT
10-01-2018;10006159;13630;72561.45;35033.39
10-01-2018;37051;13630;59961.11;69539.72
10-01-2018;1761691;13630;29852.63;24754.39
10-01-2018;393808409;17436;87699.02;36176.07
10-01-2018;15698716;13630;10603.23;22790.2
10-01-2018;37051;13630;31398.78;34966.62
10-01-2018;37051;13630;20275.81;66900.56
10-01-2018;305763419;13630;6168.98;97320.91
10-01-2018;393808409;17440;51256.34;22942.33
10-01-2018;37051;13630;70814.19;24706.8
10-01-2018;37051;13630;6027.56;44125.6
10-01-2018;37051;13630;1536.83;35219.76
10-01-2018;37051;13630;14428.14;93569.19
10-01-2018;6093814;13630;54206.35;31694.69
10-01-2018;409685020;13985;10850.01;71736.07
10-01-2018;13630;17436;88939.28;54970.97
10-01-2018;393808409;17436;93755.64;52308.76
10-01-2018;312741916;13630;88287.59;77626.95
10-01-2018;311159924;13985;94827.82;91375.09
10-01-2018;13630;17436;36804.18;12277.45
10-01-2018;6093814;13630;12902.13;25503.24
10-01-2018;1761691;13630;87425.43;23247.38
10-01-2018;13683;13630;36580.05;17539.69
10-01-2018;393808409;17436;28773.58;680.42
10-01-2018;1761691;13630;52399.42;44974.12
10-01-2018;87895888;13630;42203.3;24790.26
10-01-2018;1761691;13630;91520.84;40023.91
10-01-2018;1761691;13630;397.94;86989.59
10-01-2018;393806608;17132;28602.59;14167.46
10-01-2018;37051;13630;1234.41;40702.64
10-01-2018;37051;13630;96490.46;76638.3
10-01-2018;37051;13630;91147.04;4358.87
10-01-2018;311159924;13630;75098.95;19686.37
10-01-2018;13909;13906;12593.57;15103.63
10-01-2018;18880783;13630;58275.65;42973.16
10-01-2018;409685020;13630;9598.36;64158.47
10-01-2018;37051;13630;48445.58;58239.62
10-01-2018;37051;13630;47954.18;42607.61
10-01-2018;1761691;13630;61665.29;30310.41
10-01-2018;393808409;312741916;35900.19;66827.55
10-01-2018;13630;17132;38543.32;96409.65
10-01-2018;1761691;13630;56484.95;2370.85
10-01-2018;37051;13630;11759.98;89337.21
10-01-2018;312741916;13630;41960.56;22358.23
10-01-2018;393808409;17440;66476.22;89522.00
10-01-2018;17436;17440;18329.59;91318.28
10-01-2018;1761691;13630;68013.39;27951.22
10-01-2018;168169085;13630;16636.33;88001.09
10-01-2018;1761691;13630;45189.61;19.00
10-01-2018;37051;13630;38351.01;94855.7
10-01-2018;37051;13630;60512.85;38371.95
10-01-2018;8736635;13630;64838.89;844.99
10-01-2018;12048338;13630;3213.75;90157.48
10-01-2018;10006159;13630;67397.88;53186.13
10-01-2018;67304576;13630;70334.32;36298.12
10-01-2018;13630;17436;53817.15;67145.91
10-01-2018;324116366;13630;10577.11;57719.36
10-01-2018;17436;13630;43073.49;8250.44
10-01-2018;37051;13630;65975.51;33107.6
10-01-2018;17436;17440;26717.1;41575.17
10-01-2018;4243715;13630;9208.37;30923.16
10-01-2018;393808409;17436;6421.9;26289.04
10-01-2018;1648686;13630;70924.38;26234.69
10-01-2018;2639288;13630;52159.56;93635.19
10-01-2018;393808409;17440;58258.63;86305.18
10-01-2018;13985;13630;37463.32;22178.14
10-01-2018;1761691;13630;68682.36;739.08
10-01-2018;13630;17436;67672.55;41757.07
10-01-2018;8736635;13630;86567.13;23882.83
10-01-2018;393808409;25686468;55556.98;82094.31
10-01-2018;1761691;13630;25635.33;95777.71
10-01-2018;37051;13630;89504.14;77053.33
10-01-2018;409685020;13630;47241.37;61403.08
10-01-2018;393808409;17436;99568.71;33988.9
10-01-2018;528787381;13630;61058.82;43353.43
10-01-2018;311159924;13630;29576.26;54397.98
10-01-2018;13630;17436;30942.17;44772.91
10-01-2018;37051;13630;21144.75;31437.24
10-01-2018;37051;13630;64606.63;16998.45
10-01-2018;393808409;17440;94480.18;61472.38
10-01-2018;1761691;13630;76462.67;4861.2
10-01-2018;15698716;13630;75364.27;39016.68
10-01-2018;1761691;13630;37037.2;21489.69
10-01-2018;37051;13630;8902.97;97144.25
10-01-2018;393808409;17436;81602.19;98630.46
10-01-2018;37051;13630;90344.74;91610.84
10-01-2018;17436;13630;28885.31;16221.24
10-01-2018;13985;13630;18628.5;56449.74
10-01-2018;15698716;13630;92326.24;5990.62
10-01-2018;2639288;13630;60277.94;31983.21
10-01-2018;10006159;13630;69588.12;81735.82
10-01-2018;409685020;13630;48033.17;89200.79
10-01-2018;17436;13630;31078.09;58608.06
10-01-2018;409685020;13630;53615.38;33288.99
10-01-2018;8736635;13630;17737.53;62152.72
10-01-2018;15698716;13630;3229.44;63029.8
10-01-2018;1235426;17436;28744.03;30921.24
10-01-2018;15698716;13985;21110.99;62672.53
10-01-2018;37051;13985;17267.4;98407.11
10-01-2018;18880783;13630;74197.58;28843.56
10-01-2018;17436;13630;60033.54;89913.46
10-01-2018;37051;13630;25599.74;89944.13
10-01-2018;37051;13630;59574.67;48204.76
10-01-2018;14548;13630;10847.72;23268.41
10-01-2018;1761691;13630;50763.53;81422.68
10-01-2018;1761691;13630;63420.44;34194.75
10-01-2018;13630;17436;98734.26;42513.35
10-01-2018;1761691;13630;50673.17;7540.76
10-01-2018;10006159;13630;63469.26;28979.64
10-01-2018;15698716;13630;72305.67;54774.73
10-01-2018;311159924;13630;83642.42;12132.42
10-01-2018;37051;13630;60174.05;10346.22
10-01-2018;10006159;13630;29551.71;11455.73
10-01-2018;393808409;17436;54283.38;46152.7
10-01-2018;17436;312741916;14628.36;92826.08
10-01-2018;17132;17436;85293.3;52359.78
10-01-2018;37051;13630;95904.07;85877.68
10-01-2018;393808409;17436;21927.33;29162.79
10-01-2018;10006159;13630;29940.58;58880.89
10-01-2018;15698716;13630;12469.2;81841.62
10-01-2018;1648686;13630;40030.75;17035.82
10-01-2018;409685020;13630;67483.74;16471.79
10-01-2018;311160456;34157147;4666.07;53902.61
10-01-2018;409685020;13985;70570.56;92213.29
10-01-2018;393059422;34157147;59900.89;93416.66
10-01-2018;37051;13630;17447.26;909.82
10-01-2018;10006159;13630;10539.53;34371.62
10-01-2018;8736635;13630;39189.78;89585.25
10-01-2018;8736635;13630;1369.19;79883.12
10-01-2018;8736635;13630;36096.83;74203.03
10-01-2018;37051;13630;41030.84;96141.02
10-01-2018;1761691;13630;75628.19;46667.6
10-01-2018;37051;13630;67300.37;85347.77
10-01-2018;13630;17436;63357.54;28674.84
10-01-2018;393808409;17436;1394.24;63142.37
10-01-2018;48182547;13630;89382.38;3500.01
10-01-2018;17436;13630;46015.46;39789.42
10-01-2018;37051;13630;71246.52;88308.49
10-01-2018;18880783;13630;66035.03;30744.61
10-01-2018;37051;13630;2559.5;89452.6
10-01-2018;13632;14138;4872.4;71730.64
10-01-2018;17436;1235426;47062.52;25167.88
10-01-2018;10006159;13630;27197.71;24483.08
10-01-2018;10006159;13630;41945.03;97273.26
10-01-2018;8736635;13630;65760.81;58024.16
10-01-2018;37051;13630;3365.82;70971.42
10-01-2018;10006159;13630;55021.91;88097.39
10-01-2018;13985;13630;28509.22;7331.12
10-01-2018;1761691;13630;2383.59;30841.28
10-01-2018;1761691;13630;45146.63;6060.31
10-01-2018;393808409;17436;17044.98;59952.94
10-01-2018;37051;13630;95713.3;5916.35
10-01-2018;434141714;13630;33206.08;88693.78
10-01-2018;13630;17440;89218.31;76574.55
10-01-2018;37051;13630;65116.23;41749.28
10-01-2018;57223170;13985;79037.85;6241.58
10-01-2018;324116366;13630;51613.76;83159.35
10-01-2018;17436;312741916;99370.91;68228.55
10-01-2018;393808409;17436;20624.1;17573.22
10-01-2018;409685020;13985;43940.86;33061.17
10-01-2018;6077138;13985;43371.94;66723.36
10-01-2018;2682057;13630;99646.26;56416.15
10-01-2018;10006159;13630;51239.75;17891.6
10-01-2018;434141714;13630;10831.13;48399.05
10-01-2018;37051;13630;70630.7;16393.15
10-01-2018;1761691;13630;94368.8;83080.00
10-01-2018;87895888;13630;90697.55;98272.8
10-01-2018;87895888;13630;95368.95;38078.47
10-01-2018;37051;13630;60424.42;36280.83
10-01-2018;10006159;13630;1742.44;92313.94
10-01-2018;37051;13630;66232.36;20982.88
10-01-2018;311161686;13630;3514.84;17374.57
10-01-2018;168169085;13630;41183.52;2736.74
10-01-2018;409685020;13630;39199.97;75646.01
10-01-2018;393808409;30277;5670.61;72450.08
10-01-2018;434141714;13630;40392.29;45755.53
10-01-2018;13630;17436;97564.65;44792.89
10-01-2018;10006159;13630;62476.47;68284.73
10-01-2018;37051;13630;77844.54;6544.42
10-01-2018;451932940;13630;54315.4;3836.78
10-01-2018;13985;13630;5086.93;83587.11
10-01-2018;1761691;13630;59654.56;55813.78
10-01-2018;37051;13630;40022.08;74406.79
10-01-2018;36213979;13630;44320.06;12038.18
10-01-2018;393808409;17436;19440.18;1113.35
10-01-2018;409685020;13630;60542.49;86856.46
10-01-2018;1761691;13630;38556.1;47455.71
10-01-2018;37051;13630;50435.74;84555.46
10-01-2018;14050;13985;69460.1;38846.23
10-01-2018;393808409;17440;32062.17;56910.36
10-01-2018;17436;13630;90341.69;51223.42
10-01-2018;174938117;13630;94154.59;68195.35
10-01-2018;434141714;13630;61186.04;56845.27
10-01-2018;393808409;17436;51364.73;68542.09
10-01-2018;12048338;13630;4817.22;49684.35
10-01-2018;1761691;13630;41915.25;65511.35
10-01-2018;393808409;17436;19867.94;61396.99
10-01-2018;312741916;13630;48127.72;6254.44
10-01-2018;409685020;13630;95389.67;47834.9
10-01-2018;10006159;13630;29412.75;60623.7
10-01-2018;10006159;13630;3850.09;99742.46
10-01-2018;14548;13630;62502.47;44226.71
10-01-2018;409685020;13985;19905.79;90828.03
10-01-2018;17436;13630;30310.99;67024.75
10-01-2018;37051;13630;83639.13;94538.64
10-01-2018;10006159;13630;25195.09;68186.23
10-01-2018;37051;13630;57767.84;48469.99
10-01-2018;37051;13630;72032.13;66272.97
10-01-2018;1761691;13630;40432.38;11019.28
10-01-2018;37051;13630;24355.87;44839.3
10-01-2018;8736635;13630;24091.15;86235.31
10-01-2018;10006159;13630;77549.53;39308.12
10-01-2018;1648686;13630;62510.35;8670.2
10-01-2018;409685020;13630;93110.89;33945.78
10-01-2018;17436;312741916;95290.61;79848.5
10-01-2018;10006159;13630;45179.16;73310.19
10-01-2018;37051;13630;38588.69;94564.64
10-01-2018;37051;13630;1137.07;10247.47
10-01-2018;48182547;13630;42051.45;24465.58
10-01-2018;393059424;13906;35220.1;44825.17
10-01-2018;15698716;13630;51383.91;76559.81
10-01-2018;37051;13630;36728.32;62585.06
10-01-2018;393808409;17436;98154.34;13947.38
10-01-2018;303427410;13630;31784.32;60300.32
10-01-2018;1761691;13630;72416.28;72483.59
10-01-2018;409685020;13630;51093.74;19480.82
10-01-2018;37051;13630;34070.22;6962.28
10-01-2018;1761691;13630;99931.82;66360.44
10-01-2018;8736635;13630;8412.66;55613.36
10-01-2018;393808409;17436;78172.48;15196.4
10-01-2018;1761691;13630;70676.53;75490.15
10-01-2018;37051;13630;40334.94;22227.82
10-01-2018;311159924;13630;89103.27;26332.15
10-01-2018;409685020;13630;78433.7;99819.29
10-01-2018;1761691;13630;72935.57;7252.23
10-01-2018;17436;13630;11098.14;91816.29
10-01-2018;409685020;13630;87579.1;61084.2
10-01-2018;409685020;13985;7424.36;22245.49
10-01-2018;393808409;17436;182.7;9333.85
10-01-2018;37051;13630;99608.44;34926.63
10-01-2018;312741916;13630;81153.8;44204.63
10-01-2018;311159924;13630;53426.6;29360.82
10-01-2018;529721655;13630;86810.78;45110.98
10-01-2018;8736635;13630;39670.62;47001.35
10-01-2018;13985;13630;50178.00;79309.55
10-01-2018;434141714;13630;25443.87;12727.98
10-01-2018;17436;17440;99955.72;75555.04
10-01-2018;25686468;17436;67052.98;40487.18
10-01-2018;10006159;13630;2891.97;15162.03
10-01-2018;1761691;13630;62404.34;71089.91
10-01-2018;409685020;13630;21199.61;42882.46
10-01-2018;10006159;13630;52116.6;59995.38
10-01-2018;37051;13630;33567.79;58518.1
10-01-2018;409685020;13630;41726.31;34252.91
10-01-2018;37051;13630;16296.13;99540.26
10-01-2018;26827;34157174;1287.06;89566.46
10-01-2018;1761691;13630;99818.00;31599.08
10-01-2018;17436;312741916;44557.22;57487.31
10-01-2018;393808409;17436;20601.13;80005.56
10-01-2018;18880783;13630;69229.17;39281.27
10-01-2018;37051;13630;5641.7;3877.57
10-01-2018;393808409;17436;12547.27;72891.29
10-01-2018;311159924;13630;82807.27;78151.12
10-01-2018;1761691;13630;32303.46;90471.06
10-01-2018;409685020;13630;76246.22;69828.7
10-01-2018;409685020;13630;93335.4;21382.31
10-01-2018;393808409;17440;52216.31;51725.04
10-01-2018;30277;17436;94922.00;14721.58
10-01-2018;311159924;13630;2722.73;95152.91
10-01-2018;2639288;13630;63613.74;3106.91
10-01-2018;17436;13630;44651.24;40957.69
10-01-2018;10006159;13630;36567.81;49996.00
10-01-2018;409685020;13630;10908.63;70001.09
10-01-2018;8736635;13630;70215.29;20556.86
10-01-2018;37051;13985;55560.6;36282.15
10-01-2018;37051;13630;79768.45;8533.67
10-01-2018;10006159;13630;19039.6;74951.61
10-01-2018;312741916;13630;43981.2;4006.88
10-01-2018;10006159;13630;21033.58;84420.07
10-01-2018;8736635;13630;50466.44;9814.01
10-01-2018;10006159;13630;28346.8;35061.7
10-01-2018;409685020;13630;55635.23;68512.44
10-01-2018;1761691;13630;51265.3;96209.06
10-01-2018;37051;13630;4288.04;2540.72
10-01-2018;10006159;13630;26751.99;8170.96
10-01-2018;48182547;13630;60594.21;65252.37
10-01-2018;10006159;13630;20963.25;5796.98
10-01-2018;18880783;13630;89277.27;16550.34
10-01-2018;393808409;17436;73878.66;82762.55
10-01-2018;1761691;13630;93448.15;38367.87
10-01-2018;393808409;17436;14433.27;12071.91
10-01-2018;37051;13630;99004.74;95285.82
10-01-2018;13985;13630;44780.31;37316.59
10-01-2018;2682057;13630;25389.19;73249.88
10-01-2018;14050;13630;36145.11;45388.44
10-01-2018;13630;17440;24535.59;31069.52
10-01-2018;393808409;17436;30214.61;19248.96
10-01-2018;1761691;13630;71619.34;95916.55
10-01-2018;409685020;13630;37166.75;40855.85
10-01-2018;37051;13630;52536.72;37660.62
10-01-2018;409685020;13630;78172.05;30809.5
10-01-2018;1761691;13630;85809.23;76523.85
10-01-2018;10006159;13630;42079.13;69045.72
10-01-2018;17440;13630;25084.01;92918.26
10-01-2018;529722159;13630;57714.16;37429.34
10-01-2018;409685020;13985;42374.75;35466.85
10-01-2018;37051;13630;96491.98;49471.18
10-01-2018;1761691;13630;5099.83;73127.1
10-01-2018;1761691;13630;72378.3;81024.42
10-01-2018;393808409;17440;41762.32;87410.41
10-01-2018;37051;13630;41597.51;28823.63
10-01-2018;17436;312741916;33610.25;56966.6
10-01-2018;409685020;13985;27419.92;32213.56
10-01-2018;1761691;13630;61168.92;58130.00
10-01-2018;311160366;13630;46652.82;41813.99
10-01-2018;13630;17436;54210.96;52050.71
10-01-2018;528787381;13630;13572.05;79257.38
10-01-2018;13630;17440;14891.72;56512.4
10-01-2018;37051;13630;81117.63;24088.74
10-01-2018;1761691;13630;88204.08;2494.47
10-01-2018;409685020;13630;74745.94;67763.95
10-01-2018;409685020;13630;8716.74;32637.09
10-01-2018;311161119;34157147;94859.62;29635.42
10-01-2018;1761691;13630;4196.63;2592.91
10-01-2018;1761691;13630;273.38;13381.66
10-01-2018;17436;25686468;83326.95;78764.26
10-01-2018;1761691;13630;69679.48;86146.97
10-01-2018;37051;13630;94627.21;5591.97
10-01-2018;10006159;13630;63023.06;46978.15
10-01-2018;409685020;13630;34653.85;88731.95
10-01-2018;8736635;13630;10859.71;79294.96
10-01-2018;409685020;13630;44968.97;71286.21
10-01-2018;12048338;13630;16686.72;57266.48
10-01-2018;528787381;13630;91979.25;77609.62
10-01-2018;8736635;13630;73559.92;93303.91
10-01-2018;2639288;13630;75621.57;47124.23
10-01-2018;409685020;13985;48788.37;50479.06
10-01-2018;393808409;17436;20047.5;36457.13
10-01-2018;1761691;13630;58459.06;37806.87
10-01-2018;1761691;13630;59559.5;27693.31
10-01-2018;37051;13630;45595.22;44495.87
10-01-2018;409685020;13630;36894.26;16332.3
10-01-2018;12048338;13630;27960.95;48838.17
10-01-2018;41413657;13630;57642.68;76595.11
10-01-2018;393808409;17436;26235.52;49545.58
10-01-2018;409685020;13630;45244.35;91977.34
10-01-2018;393808409;17436;3383.71;33173.04
10-01-2018;37051;13985;73780.67;91432.66
10-01-2018;13883;17436;25030.43;695.99
10-01-2018;37051;13630;10246.7;68419.54
10-01-2018;393808409;30277;22939.33;79818.2
10-01-2018;14507;17436;49717.14;49061.75
10-01-2018;409685020;13630;63860.72;3374.45
10-01-2018;1761691;13630;15221.39;28138.54
10-01-2018;17436;13630;23953.84;54186.72
10-01-2018;8736635;13630;33285.28;8618.28
10-01-2018;451932940;13630;91474.02;71548.11
10-01-2018;393808409;1972647;5064.25;38820.66
10-01-2018;1761691;13630;28133.14;2611.64
10-01-2018;37051;13630;47881.31;42922.24
10-01-2018;393808409;17436;6812.06;37223.6
10-01-2018;1761691;13630;69586.96;76943.63
10-01-2018;41529;13630;26476.95;49402.24
10-01-2018;1761691;13630;38556.89;73818.8
10-01-2018;37051;13630;51175.05;30294.2
10-01-2018;409685020;13630;4876.68;81398.39
10-01-2018;10006159;13630;17625.07;9276.64
10-01-2018;8736635;13630;76755.06;9455.94
10-01-2018;37051;13630;47870.33;52115.65
10-01-2018;393808409;17436;44470.84;51914.79
10-01-2018;8736635;13630;3024.89;90927.95
10-01-2018;10006159;13630;85213.38;17709.55
10-01-2018;10006159;13630;21093.69;50308.6
10-01-2018;37051;13630;30798.01;31516.85
10-01-2018;393808409;17436;35784.69;21661.99
10-01-2018;311161686;13630;34354.9;31842.49
10-01-2018;17436;17440;37919.6;79833.66
10-01-2018;1761691;13630;45363.18;49416.29
10-01-2018;1761691;13630;29220.44;88274.03
10-01-2018;2682057;13630;22880.55;15035.77
10-01-2018;37051;13630;33668.65;20098.07
10-01-2018;393808409;17436;9536.93;41578.91
10-01-2018;393808409;312741916;63463.36;10040.34
10-01-2018;37051;13630;18074.22;39344.35
10-01-2018;13683;13630;23663.77;49535.09
10-01-2018;393808409;17436;90735.46;31158.02
10-01-2018;393808409;17436;93539.6;33094.7
10-01-2018;1761691;13630;60631.79;27905.75
10-01-2018;1761691;13630;87532.21;384.96
10-01-2018;37051;13630;8460.48;62261.64
10-01-2018;10006159;13630;71064.23;72911.79
10-01-2018;17440;17436;5661.28;89094.65
10-01-2018;1761691;13985;10127.86;50239.85
10-01-2018;393808409;17436;30814.68;46845.51
10-01-2018;409685020;13630;97550.67;99635.61
10-01-2018;10006159;13630;24491.71;81538.98
10-01-2018;37051;13985;72213.72;54007.77
10-01-2018;14050;13985;93493.7;66488.24
10-01-2018;13630;17436;968.29;3287.6
10-01-2018;6077138;13630;57053.89;44757.46
10-01-2018;10006159;13630;99843.7;21533.46
10-01-2018;12048338;13630;62674.87;29324.29
10-01-2018;1761691;13630;54756.68;94986.69
10-01-2018;18880783;13630;59748.24;25451.81
10-01-2018;311161686;13630;80218.63;53823.65
10-01-2018;37051;13630;11677.93;284.67
10-01-2018;15698716;13630;61185.82;28541.83
10-01-2018;393808409;17436;4130.42;43796.52
10-01-2018;1761691;13630;70337.92;40351.6
10-01-2018;37051;13630;88424.42;61014.03
10-01-2018;393808409;30277;9675.94;42565.93
10-01-2018;1761691;13630;20883.33;95877.48
10-01-2018;409685020;13630;3542.86;84229.16
10-01-2018;37051;13630;97646.27;94507.89
10-01-2018;37051;13630;36382.29;17685.68
10-01-2018;1761691;13630;72663.21;87375.91
10-01-2018;14548;13630;21918.43;71135.34
10-01-2018;46179628;13630;91585.92;25820.92
10-01-2018;37051;13985;67898.47;65409.52
10-01-2018;1761691;13630;14546.45;90346.49
10-01-2018;8736635;13630;4063.5;42492.6
10-01-2018;37051;13630;47130.18;58736.49
10-01-2018;37051;13630;28177.44;28622.13
10-01-2018;37051;13630;25335.5;42551.64
10-01-2018;312741916;13630;94359.37;81918.12
10-01-2018;37051;13630;27502.27;10644.24
10-01-2018;13683;13630;45853.53;77937.22
10-01-2018;13985;13630;40634.94;3386.56
10-01-2018;8736635;13630;5762.62;60321.14
10-01-2018;1761691;13630;23832.17;91138.98
10-01-2018;37051;13630;12672.37;32411.44
10-01-2018;10006159;13630;12827.71;2137.05
10-01-2018;8736635;13630;24959.00;3263.85
10-01-2018;1761691;13630;26105.59;29084.29
10-01-2018;25929620;13630;93951.35;18676.88
10-01-2018;409685020;13630;34143.00;74401.42
10-01-2018;37051;13630;82844.21;35554.6
10-01-2018;409685020;13630;19750.51;37853.38
10-01-2018;409685020;13630;71188.07;46218.83
10-01-2018;17436;13630;38429.12;97902.24
10-01-2018;409685020;13630;66147.28;25148.54
10-01-2018;1761691;13630;5152.13;82235.83
10-01-2018;37051;13985;95622.91;13298.15
10-01-2018;1761691;13630;90762.47;27681.05
10-01-2018;37051;13630;31456.48;15418.1
10-01-2018;1648686;13630;16959.89;80570.84
10-01-2018;13630;17436;97820.96;27374.17
10-01-2018;6077138;13630;92483.54;29022.5
10-01-2018;8736635;13630;45756.45;73235.77
10-01-2018;10006159;13630;87820.77;22128.78
10-01-2018;8736635;13630;47299.01;59478.5
10-01-2018;311159924;13630;16953.06;77203.58
10-01-2018;34157147;13631;17472.71;47252.79
10-01-2018;409685020;13630;48497.62;17041.6
10-01-2018;8736635;13630;24156.05;79064.06
10-01-2018;26899;17436;1288.8;71909.9
10-01-2018;1972647;13630;85469.67;28984.3
10-01-2018;1761691;13630;73374.8;8295.28
10-01-2018;37051;13630;45709.6;3590.18
10-01-2018;37051;13630;29818.11;56415.48
10-01-2018;8736635;13630;18681.95;43065.48
10-01-2018;13630;17436;9655.13;91772.31
10-01-2018;37051;13630;46051.04;26626.55
10-01-2018;37051;13630;3423.92;28600.66
10-01-2018;37051;13985;8790.36;7571.29
10-01-2018;525814677;13630;59982.17;18487.08
10-01-2018;37051;13630;5697.33;55382.18
10-01-2018;37051;13630;75105.82;83619.99
10-01-2018;393808409;17436;72401.33;53649.74
10-01-2018;10006159;13630;99277.43;19778.96
10-01-2018;393808409;17436;92362.21;92051.27
10-01-2018;2639288;13630;99590.95;16926.15
10-01-2018;1761691;13630;44402.4;90334.7
10-01-2018;17436;25686468;88866.12;43530.56
10-01-2018;10006159;13630;30964.35;22301.65
10-01-2018;17436;13630;85437.98;64438.4
10-01-2018;1761691;13630;16301.25;97475.9
10-01-2018;1761691;13630;13901.09;93350.05
10-01-2018;1761691;13630;86105.05;20376.98
10-01-2018;37051;13630;5804.24;26263.08
10-01-2018;17436;13630;54824.07;8479.78
10-01-2018;1761691;13630;35528.68;29853.38
10-01-2018;393808409;17436;34446.24;76394.61
10-01-2018;37051;13630;55529.89;57871.00
10-01-2018;13985;13630;82634.04;72652.23
10-01-2018;10006159;13630;28074.23;38071.81
10-01-2018;529814238;13630;95641.45;29409.06
10-01-2018;13985;13630;73341.63;63084.35
10-01-2018;14548;13630;33400.18;98521.24
10-01-2018;434141714;13630;35302.87;77015.39
10-01-2018;409685020;13630;48928.2;88861.9
10-01-2018;13683;13630;93039.06;25091.61
10-01-2018;393808409;17436;5047.19;73883.26
10-01-2018;10006159;13630;11837.13;91802.38
10-01-2018;311159924;13630;75759.16;80910.05
10-01-2018;37051;13630;9883.07;27225.4
10-01-2018;37051;13630;62129.53;34806.1
10-01-2018;10006159;13630;49632.34;26808.46
10-01-2018;393808409;17436;68445.88;55120.85
10-01-2018;409685020;13630;74797.15;27036.44
10-01-2018;87895888;13630;62986.93;16940.35
10-01-2018;17436;312741916;81602.37;26605.79
10-01-2018;37051;13630;51710.71;58779.61
10-01-2018;37051;13630;27522.75;49701.42
10-01-2018;8736635;13630;95997.15;49203.96
10-01-2018;17439;17132;70365.44;35033.24
10-01-2018;1761691;13630;9238.87;98843.3
10-01-2018;37051;13985;51354.69;59871.26
10-01-2018;10006159;13630;82363.04;47365.81
10-01-2018;37051;13630;21655.76;10205.4
10-01-2018;17441;17436;57304.67;65412.97
10-01-2018;1761691;13630;85096.4;44763.57
10-01-2018;311159924;13630;7458.33;77706.57
10-01-2018;17436;13630;64880.27;64087.33
10-01-2018;1761691;13630;84529.91;48138.78
10-01-2018;1761691;13630;90120.79;96387.11
10-01-2018;37051;13630;15461.59;16905.23
10-01-2018;10006159;13630;3621.18;638.9
10-01-2018;1648686;13630;47641.5;20561.81
10-01-2018;8736635;13630;74793.03;1044.34
10-01-2018;409685020;13630;23087.22;82202.57
10-01-2018;10006159;13630;26835.62;84998.03
10-01-2018;393808409;17436;79753.35;61237.76
10-01-2018;409685020;13630;87096.66;44492.57
10-01-2018;311159924;13630;82171.91;71288.1
10-01-2018;409685020;13630;37013.86;25750.55
10-01-2018;1761691;13630;20533.81;59893.55
10-01-2018;6077138;13630;71800.01;70445.26
10-01-2018;13630;17436;94646.92;46482.63
10-01-2018;393808409;312741916;90693.12;36240.62
10-01-2018;10006159;13630;6918.39;17643.54
10-01-2018;434141714;13630;46088.53;11458.74
10-01-2018;174938117;13630;66109.19;73986.62
10-01-2018;37051;13630;35672.15;56880.37
10-01-2018;13630;17436;19405.11;26147.72
10-01-2018;8736635;13630;60915.6;5450.26
10-01-2018;1761691;13630;29568.37;48491.38
10-01-2018;409685020;13630;95203.43;37058.02
10-01-2018;14548;13630;26650.73;72193.06
10-01-2018;12048338;13630;89256.14;89630.24
10-01-2018;57223170;13985;48994.67;1894.12
10-01-2018;10006159;13630;89837.87;5063.72
10-01-2018;10006159;13630;8032.34;61920.81
10-01-2018;393808409;17440;66832.37;10108.52
10-01-2018;17436;13630;63387.87;94314.3
10-01-2018;17436;13630;36879.52;54559.89
10-01-2018;37051;13985;38205.36;20881.56
10-01-2018;12048338;13630;12503.08;89196.41
10-01-2018;393808409;17436;56189.19;62507.77
10-01-2018;1761691;13630;41878.41;99158.47
10-01-2018;26899;17436;87385.48;48012.27
10-01-2018;1761691;13630;49942.83;11740.28
10-01-2018;1761691;13630;19779.47;32217.29
10-01-2018;409685020;13630;62808.57;47184.54
10-01-2018;10006159;13630;32086.62;61056.15
10-01-2018;529721438;13630;60075.5;43641.59
10-01-2018;10006159;13630;48376.76;80530.99
10-01-2018;393808409;17436;41304.34;14950.73
10-01-2018;409685020;13630;79564.35;12920.9
10-01-2018;17436;13630;21567.26;29497.06
10-01-2018;37051;13630;68300.92;72551.67
10-01-2018;13630;17436;11440.27;57610.47
10-01-2018;37051;13630;47029.29;73418.68
10-01-2018;13630;17436;94646.67;85757.57
10-01-2018;10006159;13630;10999.15;37081.84
10-01-2018;1761691;13630;36216.49;14036.21
10-01-2018;37051;13630;20205.33;39198.97
10-01-2018;1761691;13985;1370.52;68774.14
10-01-2018;10006159;13630;34111.41;52646.44
10-01-2018;8736635;13630;52248.26;40118.95
10-01-2018;37051;13630;22976.96;26907.87
10-01-2018;6077138;13630;53750.11;11764.62
10-01-2018;1761691;13630;74845.29;78183.86
10-01-2018;1761691;13630;69510.62;17769.71
10-01-2018;1761691;13630;33802.46;34070.33
10-01-2018;37051;13630;18693.47;24490.12
10-01-2018;6093814;13630;35059.43;53318.67
10-01-2018;529829265;17439;56768.94;34414.77
10-01-2018;37051;13630;21430.94;44589.49
10-01-2018;13630;17436;97497.85;30778.62
10-01-2018;10006159;13630;69299.12;99025.06
10-01-2018;409685106;13631;61220.75;52291.95
10-01-2018;312741916;13630;255.12;61446.02
10-01-2018;409685020;13630;12415.74;82488.16
10-01-2018;393808409;17436;33177.44;93552.6
10-01-2018;37051;13630;55069.68;2541.31
10-01-2018;10006159;13630;39828.77;75317.36
10-01-2018;1761691;13630;41261.69;43146.22
