DATA_ACTUAL_DATE;DATA_ACTUAL_END_DATE;CURRENCY_RK;REDUCED_COURCE;CODE_ISO_NUM
2017-12-30;2018-01-09;31;77.6739;826
2017-12-30;2018-01-09;30;58.9743;756
2017-12-30;2018-01-09;29;6.99915;752
2017-12-30;2018-01-09;37;.511479;392
2017-12-30;2018-01-09;36;16.511;985
2017-12-30;2018-01-09;35;57.6002;840
2017-12-30;2018-01-09;41;2.04955;980
2017-12-30;2018-01-09;40;7.00664;578
2017-12-30;2018-01-09;39;44.957;036
2017-12-30;2018-01-09;43;9.25379;208
2017-12-30;2018-01-09;42;45.9258;124
2017-12-30;2018-01-09;57;.834786;417
2017-12-30;2018-01-09;55;.0540119;410
2017-12-30;2018-01-09;50;.901376;356
2017-12-30;2018-01-09;44;68.8668;978
2017-12-30;2018-01-09;62;8.84497;156
2017-12-30;2018-01-09;59;7.37056;344
2017-12-30;2018-01-09;58;35.2252;100
2017-12-30;2018-01-09;409611215;6.52634;972
2017-12-30;2018-01-09;205699734;.222052;348
2017-12-30;2018-01-09;205699733;2.69305;203
2017-12-30;2018-01-09;529511969;.119009;051
2017-12-30;2018-01-09;529511970;33.8228;944
2017-12-30;2018-01-09;25;17.3887;986
2017-12-30;2018-01-09;28;.173184;398
2017-12-30;2018-01-09;427870281;29.1013;933
2017-12-30;2018-01-09;21;15.239;949
2017-12-30;2018-01-09;31;77.6739;826
2017-12-30;2018-01-09;30;58.9743;756
2017-12-30;2018-01-09;29;6.99915;752
2017-12-30;2018-01-09;37;.511479;392
2017-12-30;2018-01-09;36;16.511;985
2017-12-30;2018-01-09;35;57.6002;840
2017-12-30;2018-01-09;41;2.04955;980
2017-12-30;2018-01-09;40;7.00664;578
2017-12-30;2018-01-09;39;44.957;036
2017-12-30;2018-01-09;43;9.25379;208
2017-12-30;2018-01-09;42;45.9258;124
2017-12-30;2018-01-09;57;.834786;417
2017-12-30;2018-01-09;55;.0540119;410
2017-12-30;2018-01-09;50;.901376;356
2017-12-30;2018-01-09;44;68.8668;978
2017-12-30;2018-01-09;62;8.84497;156
2017-12-30;2018-01-09;59;7.37056;344
2017-12-30;2018-01-09;58;35.2252;100
2017-12-30;2018-01-09;409611215;6.52634;972
2017-12-30;2018-01-09;205699734;.222052;348
2017-12-30;2018-01-09;205699733;2.69305;203
2017-12-30;2018-01-09;529511969;.119009;051
2017-12-30;2018-01-09;529511970;33.8228;944
2017-12-30;2018-01-09;25;17.3887;986
2017-12-30;2018-01-09;28;.173184;398
2017-12-30;2018-01-09;427870281;29.1013;933
2017-12-30;2018-01-09;21;15.239;949
2017-12-30;2018-01-09;31;77.6739;826
2017-12-30;2018-01-09;30;58.9743;756
2017-12-30;2018-01-09;29;6.99915;752
2017-12-30;2018-01-09;37;.511479;392
2017-12-30;2018-01-09;36;16.511;985
2017-12-30;2018-01-09;35;57.6002;840
2017-12-30;2018-01-09;41;2.04955;980
2017-12-30;2018-01-09;40;7.00664;578
2017-12-30;2018-01-09;39;44.957;036
2017-12-30;2018-01-09;43;9.25379;208
2017-12-30;2018-01-09;42;45.9258;124
2017-12-30;2018-01-09;57;.834786;417
2017-12-30;2018-01-09;55;.0540119;410
2017-12-30;2018-01-09;50;.901376;356
2017-12-30;2018-01-09;44;68.8668;978
2017-12-30;2018-01-09;62;8.84497;156
2017-12-30;2018-01-09;59;7.37056;344
2017-12-30;2018-01-09;58;35.2252;100
2017-12-30;2018-01-09;409611215;6.52634;972
2017-12-30;2018-01-09;205699734;.222052;348
2017-12-30;2018-01-09;205699733;2.69305;203
2017-12-30;2018-01-09;529511969;.119009;051
2017-12-30;2018-01-09;529511970;33.8228;944
2017-12-30;2018-01-09;25;17.3887;986
2017-12-30;2018-01-09;28;.173184;398
2017-12-30;2018-01-09;427870281;29.1013;933
2017-12-30;2018-01-09;21;15.239;949
2017-12-30;2018-01-09;31;77.6739;826
2017-12-30;2018-01-09;30;58.9743;756
2017-12-30;2018-01-09;29;6.99915;752
2017-12-30;2018-01-09;37;.511479;392
2017-12-30;2018-01-09;36;16.511;985
2017-12-30;2018-01-09;35;57.6002;840
2017-12-30;2018-01-09;41;2.04955;980
2017-12-30;2018-01-09;40;7.00664;578
2017-12-30;2018-01-09;39;44.957;036
2017-12-30;2018-01-09;43;9.25379;208
2017-12-30;2018-01-09;42;45.9258;124
2017-12-30;2018-01-09;57;.834786;417
2017-12-30;2018-01-09;55;.0540119;410
2017-12-30;2018-01-09;50;.901376;356
2017-12-30;2018-01-09;44;68.8668;978
2017-12-30;2018-01-09;62;8.84497;156
2017-12-30;2018-01-09;59;7.37056;344
2017-12-30;2018-01-09;58;35.2252;100
2017-12-30;2018-01-09;409611215;6.52634;972
2017-12-30;2018-01-09;205699734;.222052;348
2017-12-30;2018-01-09;205699733;2.69305;203
2017-12-30;2018-01-09;529511969;.119009;051
2017-12-30;2018-01-09;529511970;33.8228;944
2017-12-30;2018-01-09;25;17.3887;986
2017-12-30;2018-01-09;28;.173184;398
2017-12-30;2018-01-09;427870281;29.1013;933
2017-12-30;2018-01-09;21;15.239;949
2017-12-30;2018-01-09;31;77.6739;826
2017-12-30;2018-01-09;30;58.9743;756
2017-12-30;2018-01-09;29;6.99915;752
2017-12-30;2018-01-09;37;.511479;392
2017-12-30;2018-01-09;36;16.511;985
2017-12-30;2018-01-09;35;57.6002;840
2017-12-30;2018-01-09;41;2.04955;980
2017-12-30;2018-01-09;40;7.00664;578
2017-12-30;2018-01-09;39;44.957;036
2017-12-30;2018-01-09;43;9.25379;208
2017-12-30;2018-01-09;42;45.9258;124
2017-12-30;2018-01-09;57;.834786;417
2017-12-30;2018-01-09;55;.0540119;410
2017-12-30;2018-01-09;50;.901376;356
2017-12-30;2018-01-09;44;68.8668;978
2017-12-30;2018-01-09;62;8.84497;156
2017-12-30;2018-01-09;59;7.37056;344
2017-12-30;2018-01-09;58;35.2252;100
2017-12-30;2018-01-09;409611215;6.52634;972
2017-12-30;2018-01-09;205699734;.222052;348
2017-12-30;2018-01-09;205699733;2.69305;203
2017-12-30;2018-01-09;529511969;.119009;051
2017-12-30;2018-01-09;529511970;33.8228;944
2017-12-30;2018-01-09;25;17.3887;986
2017-12-30;2018-01-09;28;.173184;398
2017-12-30;2018-01-09;427870281;29.1013;933
2017-12-30;2018-01-09;21;15.239;949
2017-12-30;2018-01-09;31;77.6739;826
2017-12-30;2018-01-09;30;58.9743;756
2017-12-30;2018-01-09;29;6.99915;752
2017-12-30;2018-01-09;37;.511479;392
2017-12-30;2018-01-09;36;16.511;985
2017-12-30;2018-01-09;35;57.6002;840
2017-12-30;2018-01-09;41;2.04955;980
2017-12-30;2018-01-09;40;7.00664;578
2017-12-30;2018-01-09;39;44.957;036
2017-12-30;2018-01-09;43;9.25379;208
2017-12-30;2018-01-09;42;45.9258;124
2017-12-30;2018-01-09;57;.834786;417
2017-12-30;2018-01-09;55;.0540119;410
2017-12-30;2018-01-09;50;.901376;356
2017-12-30;2018-01-09;44;68.8668;978
2017-12-30;2018-01-09;62;8.84497;156
2017-12-30;2018-01-09;59;7.37056;344
2017-12-30;2018-01-09;58;35.2252;100
2017-12-30;2018-01-09;409611215;6.52634;972
2017-12-30;2018-01-09;205699734;.222052;348
2017-12-30;2018-01-09;205699733;2.69305;203
2017-12-30;2018-01-09;529511969;.119009;051
2017-12-30;2018-01-09;529511970;33.8228;944
2017-12-30;2018-01-09;25;17.3887;986
2017-12-30;2018-01-09;28;.173184;398
2017-12-30;2018-01-09;427870281;29.1013;933
2017-12-30;2018-01-09;21;15.239;949
2017-12-30;2018-01-09;31;77.6739;826
2017-12-30;2018-01-09;30;58.9743;756
2017-12-30;2018-01-09;29;6.99915;752
2017-12-30;2018-01-09;37;.511479;392
2017-12-30;2018-01-09;36;16.511;985
2017-12-30;2018-01-09;35;57.6002;840
2017-12-30;2018-01-09;41;2.04955;980
2017-12-30;2018-01-09;40;7.00664;578
2017-12-30;2018-01-09;39;44.957;036
2017-12-30;2018-01-09;43;9.25379;208
2017-12-30;2018-01-09;42;45.9258;124
2017-12-30;2018-01-09;57;.834786;417
2017-12-30;2018-01-09;55;.0540119;410
2017-12-30;2018-01-09;50;.901376;356
2017-12-30;2018-01-09;44;68.8668;978
2017-12-30;2018-01-09;62;8.84497;156
2017-12-30;2018-01-09;59;7.37056;344
2017-12-30;2018-01-09;58;35.2252;100
2017-12-30;2018-01-09;409611215;6.52634;972
2017-12-30;2018-01-09;205699734;.222052;348
2017-12-30;2018-01-09;205699733;2.69305;203
2017-12-30;2018-01-09;529511969;.119009;051
2017-12-30;2018-01-09;529511970;33.8228;944
2017-12-30;2018-01-09;25;17.3887;986
2017-12-30;2018-01-09;28;.173184;398
2017-12-30;2018-01-09;427870281;29.1013;933
2017-12-30;2018-01-09;21;15.239;949
2017-12-30;2018-01-09;31;77.6739;826
2017-12-30;2018-01-09;30;58.9743;756
2017-12-30;2018-01-09;29;6.99915;752
2017-12-30;2018-01-09;37;.511479;392
2017-12-30;2018-01-09;36;16.511;985
2017-12-30;2018-01-09;35;57.6002;840
2017-12-30;2018-01-09;41;2.04955;980
2017-12-30;2018-01-09;40;7.00664;578
2017-12-30;2018-01-09;39;44.957;036
2017-12-30;2018-01-09;43;9.25379;208
2017-12-30;2018-01-09;42;45.9258;124
2017-12-30;2018-01-09;57;.834786;417
2017-12-30;2018-01-09;55;.0540119;410
2017-12-30;2018-01-09;50;.901376;356
2017-12-30;2018-01-09;44;68.8668;978
2017-12-30;2018-01-09;62;8.84497;156
2017-12-30;2018-01-09;59;7.37056;344
2017-12-30;2018-01-09;58;35.2252;100
2017-12-30;2018-01-09;409611215;6.52634;972
2017-12-30;2018-01-09;205699734;.222052;348
2017-12-30;2018-01-09;205699733;2.69305;203
2017-12-30;2018-01-09;529511969;.119009;051
2017-12-30;2018-01-09;529511970;33.8228;944
2017-12-30;2018-01-09;25;17.3887;986
2017-12-30;2018-01-09;28;.173184;398
2017-12-30;2018-01-09;427870281;29.1013;933
2017-12-30;2018-01-09;21;15.239;949
2017-12-30;2018-01-09;31;77.6739;826
2017-12-30;2018-01-09;30;58.9743;756
2017-12-30;2018-01-09;29;6.99915;752
2017-12-30;2018-01-09;37;.511479;392
2017-12-30;2018-01-09;36;16.511;985
2017-12-30;2018-01-09;35;57.6002;840
2017-12-30;2018-01-09;41;2.04955;980
2017-12-30;2018-01-09;40;7.00664;578
2017-12-30;2018-01-09;39;44.957;036
2017-12-30;2018-01-09;43;9.25379;208
2017-12-30;2018-01-09;42;45.9258;124
2017-12-30;2018-01-09;57;.834786;417
2017-12-30;2018-01-09;55;.0540119;410
2017-12-30;2018-01-09;50;.901376;356
2017-12-30;2018-01-09;44;68.8668;978
2017-12-30;2018-01-09;62;8.84497;156
2017-12-30;2018-01-09;59;7.37056;344
2017-12-30;2018-01-09;58;35.2252;100
2017-12-30;2018-01-09;409611215;6.52634;972
2017-12-30;2018-01-09;205699734;.222052;348
2017-12-30;2018-01-09;205699733;2.69305;203
2017-12-30;2018-01-09;529511969;.119009;051
2017-12-30;2018-01-09;529511970;33.8228;944
2017-12-30;2018-01-09;25;17.3887;986
2017-12-30;2018-01-09;28;.173184;398
2017-12-30;2018-01-09;427870281;29.1013;933
2017-12-30;2018-01-09;21;15.239;949
2017-12-30;2018-01-09;31;77.6739;826
2017-12-30;2018-01-09;30;58.9743;756
2017-12-30;2018-01-09;29;6.99915;752
2017-12-30;2018-01-09;37;.511479;392
2017-12-30;2018-01-09;36;16.511;985
2017-12-30;2018-01-09;35;57.6002;840
2017-12-30;2018-01-09;41;2.04955;980
2017-12-30;2018-01-09;40;7.00664;578
2017-12-30;2018-01-09;39;44.957;036
2017-12-30;2018-01-09;43;9.25379;208
2017-12-30;2018-01-09;42;45.9258;124
2017-12-30;2018-01-09;57;.834786;417
2017-12-30;2018-01-09;55;.0540119;410
2017-12-30;2018-01-09;50;.901376;356
2017-12-30;2018-01-09;44;68.8668;978
2017-12-30;2018-01-09;62;8.84497;156
2017-12-30;2018-01-09;59;7.37056;344
2017-12-30;2018-01-09;58;35.2252;100
2017-12-30;2018-01-09;409611215;6.52634;972
2017-12-30;2018-01-09;205699734;.222052;348
2017-12-30;2018-01-09;205699733;2.69305;203
2017-12-30;2018-01-09;529511969;.119009;051
2017-12-30;2018-01-09;529511970;33.8228;944
2017-12-30;2018-01-09;25;17.3887;986
2017-12-30;2018-01-09;28;.173184;398
2017-12-30;2018-01-09;427870281;29.1013;933
2017-12-30;2018-01-09;21;15.239;949
2017-12-30;2018-01-09;31;77.6739;826
2017-12-30;2018-01-09;30;58.9743;756
2017-12-30;2018-01-09;29;6.99915;752
2017-12-30;2018-01-09;37;.511479;392
2017-12-30;2018-01-09;36;16.511;985
2017-12-30;2018-01-09;35;57.6002;840
2017-12-30;2018-01-09;41;2.04955;980
2017-12-30;2018-01-09;40;7.00664;578
2017-12-30;2018-01-09;39;44.957;036
2017-12-30;2018-01-09;43;9.25379;208
2017-12-30;2018-01-09;42;45.9258;124
2017-12-30;2018-01-09;57;.834786;417
2017-12-30;2018-01-09;55;.0540119;410
2017-12-30;2018-01-09;50;.901376;356
2017-12-30;2018-01-09;44;68.8668;978
2017-12-30;2018-01-09;62;8.84497;156
2017-12-30;2018-01-09;59;7.37056;344
2017-12-30;2018-01-09;58;35.2252;100
2017-12-30;2018-01-09;409611215;6.52634;972
2017-12-30;2018-01-09;205699734;.222052;348
2017-12-30;2018-01-09;205699733;2.69305;203
2017-12-30;2018-01-09;529511969;.119009;051
2017-12-30;2018-01-09;529511970;33.8228;944
2017-12-30;2018-01-09;25;17.3887;986
